"year","month","CO2","ts","time"
2016,8,402.24,2016.62,"2016-8-15 00:00:00"
2016,9,401.01,2016.71,"2016-9-15 00:00:00"
2017,1,406.07,2017.04,"2017-1-15 00:00:00"
2017,10,403.64,2017.79,"2017-10-15 00:00:00"
2017,11,405.17,2017.88,"2017-11-15 00:00:00"
2017,12,406.75,2017.96,"2017-12-15 00:00:00"
2017,2,406.64,2017.12,"2017-2-15 00:00:00"
2017,3,407.06,2017.21,"2017-3-15 00:00:00"
2017,4,408.95,2017.29,"2017-4-15 00:00:00"
2017,5,409.91,2017.38,"2017-5-15 00:00:00"
2017,6,409.12,2017.46,"2017-6-15 00:00:00"
2017,7,407.2,2017.54,"2017-7-15 00:00:00"
2017,8,405.24,2017.62,"2017-8-15 00:00:00"
2017,9,403.27,2017.71,"2017-9-15 00:00:00"
2018,1,408.05,2018.04,"2018-1-15 00:00:00"
2018,10,405.99,2018.79,"2018-10-15 00:00:00"
2018,11,408.12,2018.88,"2018-11-15 00:00:00"
2018,12,409.23,2018.96,"2018-12-15 00:00:00"
2018,2,408.34,2018.12,"2018-2-15 00:00:00"
2018,3,409.25,2018.21,"2018-3-15 00:00:00"
2018,4,410.3,2018.29,"2018-4-15 00:00:00"
2018,5,411.3,2018.38,"2018-5-15 00:00:00"
2018,6,410.88,2018.46,"2018-6-15 00:00:00"
2018,7,408.9,2018.54,"2018-7-15 00:00:00"
2018,8,407.1,2018.62,"2018-8-15 00:00:00"
2018,9,405.59,2018.71,"2018-9-15 00:00:00"
2019,1,410.92,2019.04,"2019-1-15 00:00:00"
2019,2,411.66,2019.12,"2019-2-15 00:00:00"
2019,3,412,2019.21,"2019-3-15 00:00:00"
2019,4,413.52,2019.29,"2019-4-15 00:00:00"
2019,5,414.83,2019.38,"2019-5-15 00:00:00"
2019,6,413.96,2019.46,"2019-6-15 00:00:00"
2019,7,411.85,2019.54,"2019-7-15 00:00:00"
2019,8,410.08,2019.62,"2019-8-15 00:00:00"
2019,9,408.55,2019.71,"2019-9-15 00:00:00"
